TITLE     = "fluent14.5.0  build-id: 10329"
VARIABLES = "X"
"Y"
"Z"
"Temperature"
DATASETAUXDATA Common.DensityVar="48"
DATASETAUXDATA Common.PressureVar="50"
DATASETAUXDATA Common.TemperatureVar="4"
DATASETAUXDATA Common.UVar="51"
DATASETAUXDATA Common.VectorVarsAreVelocity="TRUE"
DATASETAUXDATA Common.ViscosityVar="62"
DATASETAUXDATA Common.VVar="53"
DATASETAUXDATA Common.WVar="55"
ZONE T="Rectangular zone"
 STRANDID=0, SOLUTIONTIME=0
 I=145, J=110, K=3, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE SINGLE SINGLE )
 4.128472134E-002 4.591743276E-002 0.000000000E+000 3.279509888E+002
 4.229166731E-002 4.591743276E-002 0.000000000E+000 3.276160583E+002
 4.329860955E-002 4.591743276E-002 0.000000000E+000 3.267785645E+002
 4.430555552E-002 4.591743276E-002 0.000000000E+000 3.253576355E+002
 4.531250149E-002 4.591743276E-002 0.000000000E+000 3.239800720E+002
 4.631944373E-002 4.591743276E-002 0.000000000E+000 3.232049866E+002
 4.732638970E-002 4.591743276E-002 0.000000000E+000 3.228981323E+002
 4.833333194E-002 4.591743276E-002 0.000000000E+000 3.227971191E+002
 4.934027791E-002 4.591743276E-002 0.000000000E+000 3.226669006E+002
 5.034722388E-002 4.591743276E-002 0.000000000E+000 3.226231079E+002
 5.135416612E-002 4.591743276E-002 0.000000000E+000 3.224873047E+002
 5.236111209E-002 4.591743276E-002 0.000000000E+000 3.221313477E+002
 5.336805433E-002 4.591743276E-002 0.000000000E+000 3.213917542E+002
 5.437500030E-002 4.591743276E-002 0.000000000E+000 3.203273621E+002
 5.538194627E-002 4.591743276E-002 0.000000000E+000 3.193728638E+002
 5.638888851E-002 4.591743276E-002 0.000000000E+000 3.188191833E+002
 5.739583448E-002 4.591743276E-002 0.000000000E+000 3.185791321E+002
 5.840277672E-002 4.591743276E-002 0.000000000E+000 3.184903870E+002
 5.940972269E-002 4.591743276E-002 0.000000000E+000 3.184619141E+002
 6.041666493E-002 4.591743276E-002 0.000000000E+000 3.184185791E+002
 6.142361090E-002 4.591743276E-002 0.000000000E+000 3.184084167E+002
 6.243055686E-002 4.591743276E-002 0.000000000E+000 3.183760376E+002
 6.343749911E-002 4.591743276E-002 0.000000000E+000 3.182922363E+002
 6.444444507E-002 4.591743276E-002 0.000000000E+000 3.181105652E+002
 6.545139104E-002 4.591743276E-002 0.000000000E+000 3.177981262E+002
 6.645833701E-002 4.591743276E-002 0.000000000E+000 3.174104309E+002
 6.746527553E-002 4.591743276E-002 0.000000000E+000 3.170812073E+002
 6.847222149E-002 4.591743276E-002 0.000000000E+000 3.168811646E+002
 6.947916746E-002 4.591743276E-002 0.000000000E+000 3.167846375E+002
 7.048611343E-002 4.591743276E-002 0.000000000E+000 3.167438354E+002
 7.149305195E-002 4.591743276E-002 0.000000000E+000 3.167276001E+002
 7.249999791E-002 4.591743276E-002 0.000000000E+000 3.167222290E+002
 -7.249999791E-002 4.692660645E-002 0.000000000E+000 3.047653809E+002
 -7.149305195E-002 4.692660645E-002 0.000000000E+000 3.048086243E+002
 -7.048611343E-002 4.692660645E-002 0.000000000E+000 3.049933167E+002
 -6.947916746E-002 4.692660645E-002 0.000000000E+000 3.055389099E+002
 -6.847222149E-002 4.692660645E-002 0.000000000E+000 3.066747131E+002
 -6.746527553E-002 4.692660645E-002 0.000000000E+000 3.080288391E+002
 -6.645833701E-002 4.692660645E-002 0.000000000E+000 3.088640747E+002
 -6.545139104E-002 4.692660645E-002 0.000000000E+000 3.091534119E+002
 -6.444444507E-002 4.692660645E-002 0.000000000E+000 3.092111816E+002
 -6.343749911E-002 4.692660645E-002 0.000000000E+000 3.093535767E+002
 -6.243055686E-002 4.692660645E-002 0.000000000E+000 3.096270447E+002
 -6.142361090E-002 4.692660645E-002 0.000000000E+000 3.106456604E+002
 -6.041666493E-002 4.692660645E-002 0.000000000E+000 3.130273438E+002
 -5.940972269E-002 4.692660645E-002 0.000000000E+000 3.157582092E+002
 -5.840277672E-002 4.692660645E-002 0.000000000E+000 3.171439209E+002
 -5.739583448E-002 4.692660645E-002 0.000000000E+000 3.175062561E+002
 -5.638888851E-002 4.692660645E-002 0.000000000E+000 3.177889709E+002
 -5.538194627E-002 4.692660645E-002 0.000000000E+000 3.181361084E+002
 -5.437500030E-002 4.692660645E-002 0.000000000E+000 3.194688110E+002
 -5.336805433E-002 4.692660645E-002 0.000000000E+000 3.220985718E+002
 -5.236111209E-002 4.692660645E-002 0.000000000E+000 3.240701904E+002
 -5.135416612E-002 4.692660645E-002 0.000000000E+000 3.246475830E+002
 -5.034722388E-002 4.692660645E-002 0.000000000E+000 3.250680847E+002
 -4.934027791E-002 4.692660645E-002 0.000000000E+000 3.256167297E+002
 -4.833333194E-002 4.692660645E-002 0.000000000E+000 3.274651794E+002
 -4.732638970E-002 4.692660645E-002 0.000000000E+000 3.297707520E+002
 -4.631944373E-002 4.692660645E-002 0.000000000E+000 3.306333313E+002
 -4.531250149E-002 4.692660645E-002 0.000000000E+000 3.312303467E+002
 -4.430555552E-002 4.692660645E-002 0.000000000E+000 3.320109558E+002
 -4.329860955E-002 4.692660645E-002 0.000000000E+000 3.340541382E+002
 -4.229166731E-002 4.692660645E-002 0.000000000E+000 3.354619141E+002
 -4.128472134E-002 4.692660645E-002 0.000000000E+000 3.363018188E+002
 -4.027777910E-002 4.692660645E-002 0.000000000E+000 3.370744019E+002
 -3.927083313E-002 4.692660645E-002 0.000000000E+000 3.388438721E+002
 -3.826388717E-002 4.692660645E-002 0.000000000E+000 3.397050171E+002
 -3.725694492E-002 4.692660645E-002 0.000000000E+000 3.407884521E+002
 -3.624999896E-002 4.692660645E-002 0.000000000E+000 3.421366577E+002
 -3.524305671E-002 4.692660645E-002 0.000000000E+000 3.429757385E+002
 -3.423611075E-002 4.692660645E-002 0.000000000E+000 3.442663879E+002
 -3.322916850E-002 4.692660645E-002 0.000000000E+000 3.453252869E+002
 -3.222222254E-002 4.692660645E-002 0.000000000E+000 3.465987549E+002
 -3.121527843E-002 4.692660645E-002 0.000000000E+000 3.473797607E+002
 -3.020833246E-002 4.692660645E-002 0.000000000E+000 3.486644897E+002
 -2.920138836E-002 4.692660645E-002 0.000000000E+000 3.492297974E+002
 -2.819444425E-002 4.692660645E-002 0.000000000E+000 3.503975525E+002
 -2.718750015E-002 4.692660645E-002 0.000000000E+000 3.514860535E+002
 -2.618055604E-002 4.692660645E-002 0.000000000E+000 3.524315186E+002
 -2.517361194E-002 4.692660645E-002 0.000000000E+000 3.532011108E+002
 -2.416666597E-002 4.692660645E-002 0.000000000E+000 3.538200378E+002
 -2.315972187E-002 4.692660645E-002 0.000000000E+000 3.546759338E+002
 -2.215277776E-002 4.692660645E-002 0.000000000E+000 3.552464905E+002
 -2.114583366E-002 4.692660645E-002 0.000000000E+000 3.560159607E+002
 -2.013888955E-002 4.692660645E-002 0.000000000E+000 3.565980225E+002
 -1.913194358E-002 4.692660645E-002 0.000000000E+000 3.571400757E+002
 -1.812499948E-002 4.692660645E-002 0.000000000E+000 3.576409607E+002
 -1.711805537E-002 4.692660645E-002 0.000000000E+000 3.582929077E+002
 -1.611111127E-002 4.692660645E-002 0.000000000E+000 3.586764526E+002
 -1.510416623E-002 4.692660645E-002 0.000000000E+000 3.590156555E+002
 -1.409722213E-002 4.692660645E-002 0.000000000E+000 3.593098450E+002
 -1.309027802E-002 4.692660645E-002 0.000000000E+000 3.595585938E+002
 -1.208333299E-002 4.692660645E-002 0.000000000E+000 3.597615356E+002
 -1.107638888E-002 4.692660645E-002 0.000000000E+000 3.599689941E+002
 -1.006944478E-002 4.692660645E-002 0.000000000E+000 3.600466309E+002
 -9.062499739E-003 4.692660645E-002 0.000000000E+000 3.600784607E+002
 -8.055555634E-003 4.692660645E-002 0.000000000E+000 3.600647888E+002
 -7.048611064E-003 4.692660645E-002 0.000000000E+000 3.600061340E+002
 -6.041666493E-003 4.692660645E-002 0.000000000E+000 3.599030457E+002
 -5.034722388E-003 4.692660645E-002 0.000000000E+000 3.596655884E+002
 -4.027777817E-003 4.692660645E-002 0.000000000E+000 3.594449768E+002
 -3.020833246E-003 4.692660645E-002 0.000000000E+000 3.591567993E+002
 -2.013888909E-003 4.692660645E-002 0.000000000E+000 3.588688354E+002
 -1.006944454E-003 4.692660645E-002 0.000000000E+000 3.583851013E+002
 0.000000000E+000 4.692660645E-002 0.000000000E+000 3.579914856E+002
 1.006944454E-003 4.692660645E-002 0.000000000E+000 3.575099182E+002
 2.013888909E-003 4.692660645E-002 0.000000000E+000 3.573551636E+002
 3.020833246E-003 4.692660645E-002 0.000000000E+000 3.566785889E+002
 4.027777817E-003 4.692660645E-002 0.000000000E+000 3.559662476E+002
 5.034722388E-003 4.692660645E-002 0.000000000E+000 3.555990906E+002
 6.041666493E-003 4.692660645E-002 0.000000000E+000 3.547755127E+002
 7.048611064E-003 4.692660645E-002 0.000000000E+000 3.542393799E+002
 8.055555634E-003 4.692660645E-002 0.000000000E+000 3.534210205E+002
 9.062499739E-003 4.692660645E-002 0.000000000E+000 3.526730652E+002
 1.006944478E-002 4.692660645E-002 0.000000000E+000 3.517636719E+002
 1.107638888E-002 4.692660645E-002 0.000000000E+000 3.512805786E+002
 1.208333299E-002 4.692660645E-002 0.000000000E+000 3.502412415E+002
 1.309027802E-002 4.692660645E-002 0.000000000E+000 3.494017639E+002
 1.409722213E-002 4.692660645E-002 0.000000000E+000 3.490026855E+002
 1.510416623E-002 4.692660645E-002 0.000000000E+000 3.477248535E+002
 1.611111127E-002 4.692660645E-002 0.000000000E+000 3.468795471E+002
 1.711805537E-002 4.692660645E-002 0.000000000E+000 3.463404846E+002
 1.812499948E-002 4.692660645E-002 0.000000000E+000 3.457464905E+002
 1.913194358E-002 4.692660645E-002 0.000000000E+000 3.441699524E+002
 2.013888955E-002 4.692660645E-002 0.000000000E+000 3.431486206E+002
 2.114583366E-002 4.692660645E-002 0.000000000E+000 3.426547546E+002
 2.215277776E-002 4.692660645E-002 0.000000000E+000 3.424428101E+002
 2.315972187E-002 4.692660645E-002 0.000000000E+000 3.413407593E+002
 2.416666597E-002 4.692660645E-002 0.000000000E+000 3.395331116E+002
 2.517361194E-002 4.692660645E-002 0.000000000E+000 3.385913696E+002
 2.618055604E-002 4.692660645E-002 0.000000000E+000 3.381819458E+002
 2.718750015E-002 4.692660645E-002 0.000000000E+000 3.381056519E+002
 2.819444425E-002 4.692660645E-002 0.000000000E+000 3.375541382E+002
 2.920138836E-002 4.692660645E-002 0.000000000E+000 3.359255676E+002
 3.020833246E-002 4.692660645E-002 0.000000000E+000 3.341853638E+002
 3.121527843E-002 4.692660645E-002 0.000000000E+000 3.333948669E+002
 3.222222254E-002 4.692660645E-002 0.000000000E+000 3.331960449E+002
 3.322916850E-002 4.692660645E-002 0.000000000E+000 3.330443115E+002
 3.423611075E-002 4.692660645E-002 0.000000000E+000 3.328571167E+002
 3.524305671E-002 4.692660645E-002 0.000000000E+000 3.319931335E+002
 3.624999896E-002 4.692660645E-002 0.000000000E+000 3.302433167E+002
 3.725694492E-002 4.692660645E-002 0.000000000E+000 3.286719055E+002
 3.826388717E-002 4.692660645E-002 0.000000000E+000 3.279337158E+002
 3.927083313E-002 4.692660645E-002 0.000000000E+000 3.277004089E+002
 4.027777910E-002 4.692660645E-002 0.000000000E+000 3.275948486E+002
 4.128472134E-002 4.692660645E-002 0.000000000E+000 3.275809937E+002
 4.229166731E-002 4.692660645E-002 0.000000000E+000 3.273786316E+002
 4.329860955E-002 4.692660645E-002 0.000000000E+000 3.266293030E+002
 4.430555552E-002 4.692660645E-002 0.000000000E+000 3.251814270E+002
 4.531250149E-002 4.692660645E-002 0.000000000E+000 3.237087097E+002
 4.631944373E-002 4.692660645E-002 0.000000000E+000 3.228570557E+002
 4.732638970E-002 4.692660645E-002 0.000000000E+000 3.225052185E+002
 4.833333194E-002 4.692660645E-002 0.000000000E+000 3.223914490E+002
 4.934027791E-002 4.692660645E-002 0.000000000E+000 3.223441162E+002
 5.034722388E-002 4.692660645E-002 0.000000000E+000 3.223557434E+002
 5.135416612E-002 4.692660645E-002 0.000000000E+000 3.222997437E+002
 5.236111209E-002 4.692660645E-002 0.000000000E+000 3.220133667E+002
 5.336805433E-002 4.692660645E-002 0.000000000E+000 3.213079529E+002
 5.437500030E-002 4.692660645E-002 0.000000000E+000 3.202322693E+002
 5.538194627E-002 4.692660645E-002 0.000000000E+000 3.192386169E+002
 5.638888851E-002 4.692660645E-002 0.000000000E+000 3.186409912E+002
 5.739583448E-002 4.692660645E-002 0.000000000E+000 3.183594360E+002
 5.840277672E-002 4.692660645E-002 0.000000000E+000 3.182398682E+002
 5.940972269E-002 4.692660645E-002 0.000000000E+000 3.182023926E+002
 6.041666493E-002 4.692660645E-002 0.000000000E+000 3.181963501E+002
 6.142361090E-002 4.692660645E-002 0.000000000E+000 3.182238770E+002
 6.243055686E-002 4.692660645E-002 0.000000000E+000 3.182394409E+002
 6.343749911E-002 4.692660645E-002 0.000000000E+000 3.181972656E+002
 6.444444507E-002 4.692660645E-002 0.000000000E+000 3.180448914E+002
 6.545139104E-002 4.692660645E-002 0.000000000E+000 3.177475281E+002
 6.645833701E-002 4.692660645E-002 0.000000000E+000 3.173591309E+002
 6.746527553E-002 4.692660645E-002 0.000000000E+000 3.170149536E+002
 6.847222149E-002 4.692660645E-002 0.000000000E+000 3.167897644E+002
 6.947916746E-002 4.692660645E-002 0.000000000E+000 3.166603699E+002
 7.048611343E-002 4.692660645E-002 0.000000000E+000 3.165826111E+002
 7.149305195E-002 4.692660645E-002 0.000000000E+000 3.165367737E+002
 7.249999791E-002 4.692660645E-002 0.000000000E+000 3.165214539E+002
 -7.249999791E-002 4.793578014E-002 0.000000000E+000 3.047233276E+002
 -7.149305195E-002 4.793578014E-002 0.000000000E+000 3.047362061E+002
 -7.048611343E-002 4.793578014E-002 0.000000000E+000 3.048535156E+002
 -6.947916746E-002 4.793578014E-002 0.000000000E+000 3.053520508E+002
 -6.847222149E-002 4.793578014E-002 0.000000000E+000 3.065707092E+002
 -6.746527553E-002 4.793578014E-002 0.000000000E+000 3.080723572E+002
 -6.645833701E-002 4.793578014E-002 0.000000000E+000 3.089257202E+002
 -6.545139104E-002 4.793578014E-002 0.000000000E+000 3.091701660E+002
 -6.444444507E-002 4.793578014E-002 0.000000000E+000 3.092045593E+002
 -6.343749911E-002 4.793578014E-002 0.000000000E+000 3.092151794E+002
 -6.243055686E-002 4.793578014E-002 0.000000000E+000 3.093332825E+002
 -6.142361090E-002 4.793578014E-002 0.000000000E+000 3.101574402E+002
 -6.041666493E-002 4.793578014E-002 0.000000000E+000 3.127902222E+002
 -5.940972269E-002 4.793578014E-002 0.000000000E+000 3.159868774E+002
 -5.840277672E-002 4.793578014E-002 0.000000000E+000 3.173229675E+002
 -5.739583448E-002 4.793578014E-002 0.000000000E+000 3.175524902E+002
 -5.638888851E-002 4.793578014E-002 0.000000000E+000 3.175787354E+002
 -5.538194627E-002 4.793578014E-002 0.000000000E+000 3.177090759E+002
 -5.437500030E-002 4.793578014E-002 0.000000000E+000 3.188256226E+002
 -5.336805433E-002 4.793578014E-002 0.000000000E+000 3.220733032E+002
 -5.236111209E-002 4.793578014E-002 0.000000000E+000 3.243150635E+002
 -5.135416612E-002 4.793578014E-002 0.000000000E+000 3.247138062E+002
 -5.034722388E-002 4.793578014E-002 0.000000000E+000 3.247541809E+002
 -4.934027791E-002 4.793578014E-002 0.000000000E+000 3.249833679E+002
 -4.833333194E-002 4.793578014E-002 0.000000000E+000 3.269115906E+002
 -4.732638970E-002 4.793578014E-002 0.000000000E+000 3.300246277E+002
 -4.631944373E-002 4.793578014E-002 0.000000000E+000 3.307350769E+002
 -4.531250149E-002 4.793578014E-002 0.000000000E+000 3.307978210E+002
 -4.430555552E-002 4.793578014E-002 0.000000000E+000 3.311952209E+002
 -4.329860955E-002 4.793578014E-002 0.000000000E+000 3.339376221E+002
 -4.229166731E-002 4.793578014E-002 0.000000000E+000 3.356503296E+002
 -4.128472134E-002 4.793578014E-002 0.000000000E+000 3.357911987E+002
 -4.027777910E-002 4.793578014E-002 0.000000000E+000 3.362020874E+002
 -3.927083313E-002 4.793578014E-002 0.000000000E+000 3.389387817E+002
 -3.826388717E-002 4.793578014E-002 0.000000000E+000 3.397994995E+002
 -3.725694492E-002 4.793578014E-002 0.000000000E+000 3.399767761E+002
 -3.624999896E-002 4.793578014E-002 0.000000000E+000 3.420384216E+002
 -3.524305671E-002 4.793578014E-002 0.000000000E+000 3.430630188E+002
 -3.423611075E-002 4.793578014E-002 0.000000000E+000 3.434296875E+002
 -3.322916850E-002 4.793578014E-002 0.000000000E+000 3.454689636E+002
 -3.222222254E-002 4.793578014E-002 0.000000000E+000 3.458170166E+002
 -3.121527843E-002 4.793578014E-002 0.000000000E+000 3.474015198E+002
 -3.020833246E-002 4.793578014E-002 0.000000000E+000 3.479250793E+002
 -2.920138836E-002 4.793578014E-002 0.000000000E+000 3.492548828E+002
 -2.819444425E-002 4.793578014E-002 0.000000000E+000 3.499945374E+002
 -2.718750015E-002 4.793578014E-002 0.000000000E+000 3.509076843E+002
 -2.618055604E-002 4.793578014E-002 0.000000000E+000 3.518841858E+002
 -2.517361194E-002 4.793578014E-002 0.000000000E+000 3.527293396E+002
 -2.416666597E-002 4.793578014E-002 0.000000000E+000 3.534722595E+002
 -2.315972187E-002 4.793578014E-002 0.000000000E+000 3.543021240E+002
 -2.215277776E-002 4.793578014E-002 0.000000000E+000 3.549067383E+002
 -2.114583366E-002 4.793578014E-002 0.000000000E+000 3.556497803E+002
 -2.013888955E-002 4.793578014E-002 0.000000000E+000 3.562392578E+002
 -1.913194358E-002 4.793578014E-002 0.000000000E+000 3.567853699E+002
 -1.812499948E-002 4.793578014E-002 0.000000000E+000 3.572861938E+002
 -1.711805537E-002 4.793578014E-002 0.000000000E+000 3.578862915E+002
 -1.611111127E-002 4.793578014E-002 0.000000000E+000 3.582786865E+002
 -1.510416623E-002 4.793578014E-002 0.000000000E+000 3.586251221E+002
 -1.409722213E-002 4.793578014E-002 0.000000000E+000 3.589239502E+002
 -1.309027802E-002 4.793578014E-002 0.000000000E+000 3.591740723E+002
 -1.208333299E-002 4.793578014E-002 0.000000000E+000 3.593749084E+002
 -1.107638888E-002 4.793578014E-002 0.000000000E+000 3.595668945E+002
 -1.006944478E-002 4.793578014E-002 0.000000000E+000 3.596521301E+002
 -9.062499739E-003 4.793578014E-002 0.000000000E+000 3.596889038E+002
 -8.055555634E-003 4.793578014E-002 0.000000000E+000 3.596771545E+002
 -7.048611064E-003 4.793578014E-002 0.000000000E+000 3.596173706E+002
 -6.041666493E-003 4.793578014E-002 0.000000000E+000 3.595105896E+002
 -5.034722388E-003 4.793578014E-002 0.000000000E+000 3.592940979E+002
 -4.027777817E-003 4.793578014E-002 0.000000000E+000 3.590792236E+002
 -3.020833246E-003 4.793578014E-002 0.000000000E+000 3.587925110E+002
 -2.013888909E-003 4.793578014E-002 0.000000000E+000 3.585023499E+002
 -1.006944454E-003 4.793578014E-002 0.000000000E+000 3.580784302E+002
 0.000000000E+000 4.793578014E-002 0.000000000E+000 3.577080383E+002
 1.006944454E-003 4.793578014E-002 0.000000000E+000 3.572673340E+002
 2.013888909E-003 4.793578014E-002 0.000000000E+000 3.568066711E+002
 3.020833246E-003 4.793578014E-002 0.000000000E+000 3.561451111E+002
 4.027777817E-003 4.793578014E-002 0.000000000E+000 3.557852173E+002
 5.034722388E-003 4.793578014E-002 0.000000000E+000 3.549680786E+002
 6.041666493E-003 4.793578014E-002 0.000000000E+000 3.545768127E+002
 7.048611064E-003 4.793578014E-002 0.000000000E+000 3.535795898E+002
 8.055555634E-003 4.793578014E-002 0.000000000E+000 3.533573608E+002
 9.062499739E-003 4.793578014E-002 0.000000000E+000 3.519450684E+002
 1.006944478E-002 4.793578014E-002 0.000000000E+000 3.516804199E+002
 1.107638888E-002 4.793578014E-002 0.000000000E+000 3.511251526E+002
 1.208333299E-002 4.793578014E-002 0.000000000E+000 3.495029907E+002
 1.309027802E-002 4.793578014E-002 0.000000000E+000 3.493264465E+002
 1.409722213E-002 4.793578014E-002 0.000000000E+000 3.489951782E+002
 1.510416623E-002 4.793578014E-002 0.000000000E+000 3.469750061E+002
 1.611111127E-002 4.793578014E-002 0.000000000E+000 3.463615112E+002
 1.711805537E-002 4.793578014E-002 0.000000000E+000 3.463067627E+002
 1.812499948E-002 4.793578014E-002 0.000000000E+000 3.457262878E+002
 1.913194358E-002 4.793578014E-002 0.000000000E+000 3.434454041E+002
 2.013888955E-002 4.793578014E-002 0.000000000E+000 3.426493835E+002
 2.114583366E-002 4.793578014E-002 0.000000000E+000 3.425898438E+002
 2.215277776E-002 4.793578014E-002 0.000000000E+000 3.424650574E+002
 2.315972187E-002 4.793578014E-002 0.000000000E+000 3.411782227E+002
 2.416666597E-002 4.793578014E-002 0.000000000E+000 3.388548279E+002
 2.517361194E-002 4.793578014E-002 0.000000000E+000 3.381756897E+002
 2.618055604E-002 4.793578014E-002 0.000000000E+000 3.381140137E+002
 2.718750015E-002 4.793578014E-002 0.000000000E+000 3.380788269E+002
 2.819444425E-002 4.793578014E-002 0.000000000E+000 3.375911560E+002
 2.920138836E-002 4.793578014E-002 0.000000000E+000 3.356175537E+002
 3.020833246E-002 4.793578014E-002 0.000000000E+000 3.336303711E+002
 3.121527843E-002 4.793578014E-002 0.000000000E+000 3.330667419E+002
 3.222222254E-002 4.793578014E-002 0.000000000E+000 3.330066223E+002
 3.322916850E-002 4.793578014E-002 0.000000000E+000 3.329931335E+002
 3.423611075E-002 4.793578014E-002 0.000000000E+000 3.328517761E+002
 3.524305671E-002 4.793578014E-002 0.000000000E+000 3.319932556E+002
 3.624999896E-002 4.793578014E-002 0.000000000E+000 3.299695129E+002
 3.725694492E-002 4.793578014E-002 0.000000000E+000 3.282565002E+002
 3.826388717E-002 4.793578014E-002 0.000000000E+000 3.276576538E+002
 3.927083313E-002 4.793578014E-002 0.000000000E+000 3.275539246E+002
 4.027777910E-002 4.793578014E-002 0.000000000E+000 3.275453491E+002
 4.128472134E-002 4.793578014E-002 0.000000000E+000 3.275308533E+002
 4.229166731E-002 4.793578014E-002 0.000000000E+000 3.273586426E+002
 4.329860955E-002 4.793578014E-002 0.000000000E+000 3.266196594E+002
 4.430555552E-002 4.793578014E-002 0.000000000E+000 3.250509949E+002
 4.531250149E-002 4.793578014E-002 0.000000000E+000 3.234500732E+002
 4.631944373E-002 4.793578014E-002 0.000000000E+000 3.226156006E+002
 4.732638970E-002 4.793578014E-002 0.000000000E+000 3.223532410E+002
 4.833333194E-002 4.793578014E-002 0.000000000E+000 3.223062439E+002
 4.934027791E-002 4.793578014E-002 0.000000000E+000 3.223029480E+002
 5.034722388E-002 4.793578014E-002 0.000000000E+000 3.223028259E+002
 5.135416612E-002 4.793578014E-002 0.000000000E+000 3.222507935E+002
 5.236111209E-002 4.793578014E-002 0.000000000E+000 3.219826660E+002
 5.336805433E-002 4.793578014E-002 0.000000000E+000 3.212727356E+002
 5.437500030E-002 4.793578014E-002 0.000000000E+000 3.201494446E+002
 5.538194627E-002 4.793578014E-002 0.000000000E+000 3.191062012E+002
 5.638888851E-002 4.793578014E-002 0.000000000E+000 3.184987793E+002
 5.739583448E-002 4.793578014E-002 0.000000000E+000 3.182455750E+002
 5.840277672E-002 4.793578014E-002 0.000000000E+000 3.181691895E+002
 5.940972269E-002 4.793578014E-002 0.000000000E+000 3.181571350E+002
 6.041666493E-002 4.793578014E-002 0.000000000E+000 3.181583862E+002
 6.142361090E-002 4.793578014E-002 0.000000000E+000 3.181694946E+002
 6.243055686E-002 4.793578014E-002 0.000000000E+000 3.181791077E+002
 6.343749911E-002 4.793578014E-002 0.000000000E+000 3.181440125E+002
 6.444444507E-002 4.793578014E-002 0.000000000E+000 3.180016479E+002
 6.545139104E-002 4.793578014E-002 0.000000000E+000 3.177082825E+002
 6.645833701E-002 4.793578014E-002 0.000000000E+000 3.173140869E+002
 6.746527553E-002 4.793578014E-002 0.000000000E+000 3.169571228E+002
 6.847222149E-002 4.793578014E-002 0.000000000E+000 3.167198486E+002
 6.947916746E-002 4.793578014E-002 0.000000000E+000 3.165872803E+002
 7.048611343E-002 4.793578014E-002 0.000000000E+000 3.165209045E+002
 7.149305195E-002 4.793578014E-002 0.000000000E+000 3.164958801E+002
 7.249999791E-002 4.793578014E-002 0.000000000E+000 3.164917297E+002
 -7.249999791E-002 4.894495383E-002 0.000000000E+000 3.047217712E+002
 -7.149305195E-002 4.894495383E-002 0.000000000E+000 3.047274170E+002
 -7.048611343E-002 4.894495383E-002 0.000000000E+000 3.048098145E+002
 -6.947916746E-002 4.894495383E-002 0.000000000E+000 3.052404785E+002
 -6.847222149E-002 4.894495383E-002 0.000000000E+000 3.064375305E+002
 -6.746527553E-002 4.894495383E-002 0.000000000E+000 3.080050354E+002
 -6.645833701E-002 4.894495383E-002 0.000000000E+000 3.089033203E+002
 -6.545139104E-002 4.894495383E-002 0.000000000E+000 3.091655884E+002
 -6.444444507E-002 4.894495383E-002 0.000000000E+000 3.092050781E+002
 -6.343749911E-002 4.894495383E-002 0.000000000E+000 3.092075195E+002
 -6.243055686E-002 4.894495383E-002 0.000000000E+000 3.092794495E+002
 -6.142361090E-002 4.894495383E-002 0.000000000E+000 3.099655762E+002
 -6.041666493E-002 4.894495383E-002 0.000000000E+000 3.125773010E+002
 -5.940972269E-002 4.894495383E-002 0.000000000E+000 3.159666443E+002
 -5.840277672E-002 4.894495383E-002 0.000000000E+000 3.173362122E+002
 -5.739583448E-002 4.894495383E-002 0.000000000E+000 3.175586243E+002
 -5.638888851E-002 4.894495383E-002 0.000000000E+000 3.175694885E+002
 -5.538194627E-002 4.894495383E-002 0.000000000E+000 3.176398926E+002
 -5.437500030E-002 4.894495383E-002 0.000000000E+000 3.185722351E+002
 -5.336805433E-002 4.894495383E-002 0.000000000E+000 3.219357910E+002
 -5.236111209E-002 4.894495383E-002 0.000000000E+000 3.243298645E+002
 -5.135416612E-002 4.894495383E-002 0.000000000E+000 3.247231445E+002
 -5.034722388E-002 4.894495383E-002 0.000000000E+000 3.247397766E+002
 -4.934027791E-002 4.894495383E-002 0.000000000E+000 3.248709106E+002
 -4.833333194E-002 4.894495383E-002 0.000000000E+000 3.266552124E+002
 -4.732638970E-002 4.894495383E-002 0.000000000E+000 3.300374451E+002
 -4.631944373E-002 4.894495383E-002 0.000000000E+000 3.307506714E+002
 -4.531250149E-002 4.894495383E-002 0.000000000E+000 3.307763062E+002
 -4.430555552E-002 4.894495383E-002 0.000000000E+000 3.310289612E+002
 -4.329860955E-002 4.894495383E-002 0.000000000E+000 3.338539734E+002
 -4.229166731E-002 4.894495383E-002 0.000000000E+000 3.356848145E+002
 -4.128472134E-002 4.894495383E-002 0.000000000E+000 3.357670593E+002
 -4.027777910E-002 4.894495383E-002 0.000000000E+000 3.360255737E+002
 -3.927083313E-002 4.894495383E-002 0.000000000E+000 3.389781189E+002
 -3.826388717E-002 4.894495383E-002 0.000000000E+000 3.398211060E+002
 -3.725694492E-002 4.894495383E-002 0.000000000E+000 3.398746338E+002
 -3.624999896E-002 4.894495383E-002 0.000000000E+000 3.420600586E+002
 -3.524305671E-002 4.894495383E-002 0.000000000E+000 3.430897522E+002
 -3.423611075E-002 4.894495383E-002 0.000000000E+000 3.432564697E+002
 -3.322916850E-002 4.894495383E-002 0.000000000E+000 3.455724792E+002
 -3.222222254E-002 4.894495383E-002 0.000000000E+000 3.457173462E+002
 -3.121527843E-002 4.894495383E-002 0.000000000E+000 3.475341187E+002
