TITLE     = "fluent14.5.0  build-id: 10329"
VARIABLES = "X"
"Y"
"Z"
"Temperature"
DATASETAUXDATA Common.DensityVar="48"
DATASETAUXDATA Common.PressureVar="50"
DATASETAUXDATA Common.TemperatureVar="4"
DATASETAUXDATA Common.UVar="51"
DATASETAUXDATA Common.VectorVarsAreVelocity="TRUE"
DATASETAUXDATA Common.ViscosityVar="62"
DATASETAUXDATA Common.VVar="53"
DATASETAUXDATA Common.WVar="55"
ZONE T="Rectangular zone"
 STRANDID=0, SOLUTIONTIME=0
 I=145, J=110, K=3, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE SINGLE SINGLE )
 -2.618055604E-002 -9.587155655E-003 -1.500000013E-003 4.743020325E+002
 -2.517361194E-002 -9.587155655E-003 -1.500000013E-003 4.826430969E+002
 -2.416666597E-002 -9.587155655E-003 -1.500000013E-003 4.926540527E+002
 -2.315972187E-002 -9.587155655E-003 -1.500000013E-003 5.007665100E+002
 -2.215277776E-002 -9.587155655E-003 -1.500000013E-003 5.104921875E+002
 -2.114583366E-002 -9.587155655E-003 -1.500000013E-003 5.196298828E+002
 -2.013888955E-002 -9.587155655E-003 -1.500000013E-003 5.293904419E+002
 -1.913194358E-002 -9.587155655E-003 -1.500000013E-003 5.382218018E+002
 -1.812499948E-002 -9.587155655E-003 -1.500000013E-003 5.459678345E+002
 -1.711805537E-002 -9.587155655E-003 -1.500000013E-003 5.534189453E+002
 -1.611111127E-002 -9.587155655E-003 -1.500000013E-003 5.603594360E+002
 -1.510416623E-002 -9.587155655E-003 -1.500000013E-003 5.665819702E+002
 -1.409722213E-002 -9.587155655E-003 -1.500000013E-003 5.709795532E+002
 -1.309027802E-002 -9.587155655E-003 -1.500000013E-003 5.728588867E+002
 -1.208333299E-002 -9.587155655E-003 -1.500000013E-003 5.728474731E+002
 -1.107638888E-002 -9.587155655E-003 -1.500000013E-003 5.716109619E+002
 -1.006944478E-002 -9.587155655E-003 -1.500000013E-003 5.693330688E+002
 -9.062499739E-003 -9.587155655E-003 -1.500000013E-003 5.654475098E+002
 -8.055555634E-003 -9.587155655E-003 -1.500000013E-003 5.594165649E+002
 -7.048611064E-003 -9.587155655E-003 -1.500000013E-003 5.520214233E+002
 -6.041666493E-003 -9.587155655E-003 -1.500000013E-003 5.443820190E+002
 -5.034722388E-003 -9.587155655E-003 -1.500000013E-003 5.366387329E+002
 -4.027777817E-003 -9.587155655E-003 -1.500000013E-003 5.290831299E+002
 -3.020833246E-003 -9.587155655E-003 -1.500000013E-003 5.208900757E+002
 -2.013888909E-003 -9.587155655E-003 -1.500000013E-003 5.122248535E+002
 -1.006944454E-003 -9.587155655E-003 -1.500000013E-003 5.034153137E+002
 0.000000000E+000 -9.587155655E-003 -1.500000013E-003 4.968997192E+002
 1.006944454E-003 -9.587155655E-003 -1.500000013E-003 4.890295715E+002
 2.013888909E-003 -9.587155655E-003 -1.500000013E-003 4.796676941E+002
 3.020833246E-003 -9.587155655E-003 -1.500000013E-003 4.707474976E+002
 4.027777817E-003 -9.587155655E-003 -1.500000013E-003 4.689036865E+002
 5.034722388E-003 -9.587155655E-003 -1.500000013E-003 4.576415405E+002
 6.041666493E-003 -9.587155655E-003 -1.500000013E-003 4.555377502E+002
 7.048611064E-003 -9.587155655E-003 -1.500000013E-003 4.446303711E+002
 8.055555634E-003 -9.587155655E-003 -1.500000013E-003 4.440470276E+002
 9.062499739E-003 -9.587155655E-003 -1.500000013E-003 4.314021301E+002
 1.006944478E-002 -9.587155655E-003 -1.500000013E-003 4.302990417E+002
 1.107638888E-002 -9.587155655E-003 -1.500000013E-003 4.269960632E+002
 1.208333299E-002 -9.587155655E-003 -1.500000013E-003 4.157408447E+002
 1.309027802E-002 -9.587155655E-003 -1.500000013E-003 4.151968079E+002
 1.409722213E-002 -9.587155655E-003 -1.500000013E-003 4.137522888E+002
 1.510416623E-002 -9.587155655E-003 -1.500000013E-003 4.020136108E+002
 1.611111127E-002 -9.587155655E-003 -1.500000013E-003 3.996039429E+002
 1.711805537E-002 -9.587155655E-003 -1.500000013E-003 3.995953674E+002
 1.812499948E-002 -9.587155655E-003 -1.500000013E-003 3.970905151E+002
 1.913194358E-002 -9.587155655E-003 -1.500000013E-003 3.864768982E+002
 2.013888955E-002 -9.587155655E-003 -1.500000013E-003 3.838955078E+002
 2.114583366E-002 -9.587155655E-003 -1.500000013E-003 3.838030701E+002
 2.215277776E-002 -9.587155655E-003 -1.500000013E-003 3.834545898E+002
 2.315972187E-002 -9.587155655E-003 -1.500000013E-003 3.785814514E+002
 2.416666597E-002 -9.587155655E-003 -1.500000013E-003 3.701601868E+002
 2.517361194E-002 -9.587155655E-003 -1.500000013E-003 3.685089111E+002
 2.618055604E-002 -9.587155655E-003 -1.500000013E-003 3.683829651E+002
 2.718750015E-002 -9.587155655E-003 -1.500000013E-003 3.683641663E+002
 2.819444425E-002 -9.587155655E-003 -1.500000013E-003 3.669526062E+002
 2.920138836E-002 -9.587155655E-003 -1.500000013E-003 3.606917114E+002
 3.020833246E-002 -9.587155655E-003 -1.500000013E-003 3.551527405E+002
 3.121527843E-002 -9.587155655E-003 -1.500000013E-003 3.541087036E+002
 3.222222254E-002 -9.587155655E-003 -1.500000013E-003 3.539815674E+002
 3.322916850E-002 -9.587155655E-003 -1.500000013E-003 3.540326538E+002
 3.423611075E-002 -9.587155655E-003 -1.500000013E-003 3.536993103E+002
 3.524305671E-002 -9.587155655E-003 -1.500000013E-003 3.515866699E+002
 3.624999896E-002 -9.587155655E-003 -1.500000013E-003 3.462137146E+002
 3.725694492E-002 -9.587155655E-003 -1.500000013E-003 3.423059692E+002
 3.826388717E-002 -9.587155655E-003 -1.500000013E-003 3.413612366E+002
 3.927083313E-002 -9.587155655E-003 -1.500000013E-003 3.412524719E+002
 4.027777910E-002 -9.587155655E-003 -1.500000013E-003 3.412512817E+002
 4.128472134E-002 -9.587155655E-003 -1.500000013E-003 3.412168884E+002
 4.229166731E-002 -9.587155655E-003 -1.500000013E-003 3.408678284E+002
 4.329860955E-002 -9.587155655E-003 -1.500000013E-003 3.393380737E+002
 4.430555552E-002 -9.587155655E-003 -1.500000013E-003 3.357757568E+002
 4.531250149E-002 -9.587155655E-003 -1.500000013E-003 3.323975830E+002
 4.631944373E-002 -9.587155655E-003 -1.500000013E-003 3.310625305E+002
 4.732638970E-002 -9.587155655E-003 -1.500000013E-003 3.307742004E+002
 4.833333194E-002 -9.587155655E-003 -1.500000013E-003 3.307357483E+002
 4.934027791E-002 -9.587155655E-003 -1.500000013E-003 3.307381592E+002
 5.034722388E-002 -9.587155655E-003 -1.500000013E-003 3.307254944E+002
 5.135416612E-002 -9.587155655E-003 -1.500000013E-003 3.306088867E+002
 5.236111209E-002 -9.587155655E-003 -1.500000013E-003 3.301275330E+002
 5.336805433E-002 -9.587155655E-003 -1.500000013E-003 3.287761841E+002
 5.437500030E-002 -9.587155655E-003 -1.500000013E-003 3.265068054E+002
 5.538194627E-002 -9.587155655E-003 -1.500000013E-003 3.245691223E+002
 5.638888851E-002 -9.587155655E-003 -1.500000013E-003 3.236784363E+002
 5.739583448E-002 -9.587155655E-003 -1.500000013E-003 3.234125061E+002
 5.840277672E-002 -9.587155655E-003 -1.500000013E-003 3.233589783E+002
 5.940972269E-002 -9.587155655E-003 -1.500000013E-003 3.233420715E+002
 6.041666493E-002 -9.587155655E-003 -1.500000013E-003 3.233534851E+002
 6.142361090E-002 -9.587155655E-003 -1.500000013E-003 3.233490906E+002
 6.243055686E-002 -9.587155655E-003 -1.500000013E-003 3.233198853E+002
 6.343749911E-002 -9.587155655E-003 -1.500000013E-003 3.232166138E+002
 6.444444507E-002 -9.587155655E-003 -1.500000013E-003 3.229379272E+002
 6.545139104E-002 -9.587155655E-003 -1.500000013E-003 3.223789063E+002
 6.645833701E-002 -9.587155655E-003 -1.500000013E-003 3.216397400E+002
 6.746527553E-002 -9.587155655E-003 -1.500000013E-003 3.210435181E+002
 6.847222149E-002 -9.587155655E-003 -1.500000013E-003 3.207315979E+002
 6.947916746E-002 -9.587155655E-003 -1.500000013E-003 3.206117859E+002
 7.048611343E-002 -9.587155655E-003 -1.500000013E-003 3.205762329E+002
 7.149305195E-002 -9.587155655E-003 -1.500000013E-003 3.205685120E+002
 7.249999791E-002 -9.587155655E-003 -1.500000013E-003 3.205558777E+002
 -7.249999791E-002 -8.577981964E-003 -1.500000013E-003 3.083092651E+002
 -7.149305195E-002 -8.577981964E-003 -1.500000013E-003 3.083139648E+002
 -7.048611343E-002 -8.577981964E-003 -1.500000013E-003 3.084346619E+002
 -6.947916746E-002 -8.577981964E-003 -1.500000013E-003 3.091508484E+002
 -6.847222149E-002 -8.577981964E-003 -1.500000013E-003 3.114605408E+002
 -6.746527553E-002 -8.577981964E-003 -1.500000013E-003 3.146200562E+002
 -6.645833701E-002 -8.577981964E-003 -1.500000013E-003 3.162225647E+002
 -6.545139104E-002 -8.577981964E-003 -1.500000013E-003 3.166117249E+002
 -6.444444507E-002 -8.577981964E-003 -1.500000013E-003 3.166625671E+002
 -6.343749911E-002 -8.577981964E-003 -1.500000013E-003 3.166664124E+002
 -6.243055686E-002 -8.577981964E-003 -1.500000013E-003 3.167797241E+002
 -6.142361090E-002 -8.577981964E-003 -1.500000013E-003 3.180057068E+002
 -6.041666493E-002 -8.577981964E-003 -1.500000013E-003 3.233287964E+002
 -5.940972269E-002 -8.577981964E-003 -1.500000013E-003 3.304178772E+002
 -5.840277672E-002 -8.577981964E-003 -1.500000013E-003 3.329436340E+002
 -5.739583448E-002 -8.577981964E-003 -1.500000013E-003 3.332942200E+002
 -5.638888851E-002 -8.577981964E-003 -1.500000013E-003 3.333162842E+002
 -5.538194627E-002 -8.577981964E-003 -1.500000013E-003 3.334498596E+002
 -5.437500030E-002 -8.577981964E-003 -1.500000013E-003 3.355207520E+002
 -5.336805433E-002 -8.577981964E-003 -1.500000013E-003 3.436378784E+002
 -5.236111209E-002 -8.577981964E-003 -1.500000013E-003 3.491721802E+002
 -5.135416612E-002 -8.577981964E-003 -1.500000013E-003 3.499628906E+002
 -5.034722388E-002 -8.577981964E-003 -1.500000013E-003 3.500031738E+002
 -4.934027791E-002 -8.577981964E-003 -1.500000013E-003 3.503294067E+002
 -4.833333194E-002 -8.577981964E-003 -1.500000013E-003 3.553326111E+002
 -4.732638970E-002 -8.577981964E-003 -1.500000013E-003 3.649663391E+002
 -4.631944373E-002 -8.577981964E-003 -1.500000013E-003 3.668172607E+002
 -4.531250149E-002 -8.577981964E-003 -1.500000013E-003 3.668913574E+002
 -4.430555552E-002 -8.577981964E-003 -1.500000013E-003 3.676986694E+002
 -4.329860955E-002 -8.577981964E-003 -1.500000013E-003 3.774233093E+002
 -4.229166731E-002 -8.577981964E-003 -1.500000013E-003 3.835499878E+002
 -4.128472134E-002 -8.577981964E-003 -1.500000013E-003 3.838426819E+002
 -4.027777910E-002 -8.577981964E-003 -1.500000013E-003 3.848253479E+002
 -3.927083313E-002 -8.577981964E-003 -1.500000013E-003 3.970522461E+002
 -3.826388717E-002 -8.577981964E-003 -1.500000013E-003 4.004204712E+002
 -3.725694492E-002 -8.577981964E-003 -1.500000013E-003 4.006429749E+002
 -3.624999896E-002 -8.577981964E-003 -1.500000013E-003 4.114548645E+002
 -3.524305671E-002 -8.577981964E-003 -1.500000013E-003 4.164710693E+002
 -3.423611075E-002 -8.577981964E-003 -1.500000013E-003 4.173554688E+002
 -3.322916850E-002 -8.577981964E-003 -1.500000013E-003 4.309017334E+002
 -3.222222254E-002 -8.577981964E-003 -1.500000013E-003 4.317200623E+002
 -3.121527843E-002 -8.577981964E-003 -1.500000013E-003 4.441107788E+002
 -3.020833246E-002 -8.577981964E-003 -1.500000013E-003 4.458337708E+002
 -2.920138836E-002 -8.577981964E-003 -1.500000013E-003 4.581596680E+002
 -2.819444425E-002 -8.577981964E-003 -1.500000013E-003 4.628692322E+002
 -2.718750015E-002 -8.577981964E-003 -1.500000013E-003 4.702472839E+002
 -2.618055604E-002 -8.577981964E-003 -1.500000013E-003 4.802583313E+002
 -2.517361194E-002 -8.577981964E-003 -1.500000013E-003 4.892275696E+002
 -2.416666597E-002 -8.577981964E-003 -1.500000013E-003 4.994370117E+002
 -2.315972187E-002 -8.577981964E-003 -1.500000013E-003 5.093786316E+002
 -2.215277776E-002 -8.577981964E-003 -1.500000013E-003 5.198364868E+002
 -2.114583366E-002 -8.577981964E-003 -1.500000013E-003 5.299441528E+002
 -2.013888955E-002 -8.577981964E-003 -1.500000013E-003 5.405560303E+002
 -1.913194358E-002 -8.577981964E-003 -1.500000013E-003 5.505501709E+002
 -1.812499948E-002 -8.577981964E-003 -1.500000013E-003 5.597985229E+002
 -1.711805537E-002 -8.577981964E-003 -1.500000013E-003 5.686699219E+002
 -1.611111127E-002 -8.577981964E-003 -1.500000013E-003 5.768530273E+002
 -1.510416623E-002 -8.577981964E-003 -1.500000013E-003 5.858977051E+002
 -1.409722213E-002 -8.577981964E-003 -1.500000013E-003 5.900966797E+002
 -1.309027802E-002 -8.577981964E-003 -1.500000013E-003 5.924570313E+002
 -1.208333299E-002 -8.577981964E-003 -1.500000013E-003 5.933697510E+002
 -1.107638888E-002 -8.577981964E-003 -1.500000013E-003 5.924619751E+002
 -1.006944478E-002 -8.577981964E-003 -1.500000013E-003 5.882126465E+002
 -9.062499739E-003 -8.577981964E-003 -1.500000013E-003 5.822536011E+002
 -8.055555634E-003 -8.577981964E-003 -1.500000013E-003 5.756582642E+002
 -7.048611064E-003 -8.577981964E-003 -1.500000013E-003 5.670728760E+002
 -6.041666493E-003 -8.577981964E-003 -1.500000013E-003 5.583026123E+002
 -5.034722388E-003 -8.577981964E-003 -1.500000013E-003 5.491951904E+002
 -4.027777817E-003 -8.577981964E-003 -1.500000013E-003 5.399105835E+002
 -3.020833246E-003 -8.577981964E-003 -1.500000013E-003 5.304085693E+002
 -2.013888909E-003 -8.577981964E-003 -1.500000013E-003 5.202789917E+002
 -1.006944454E-003 -8.577981964E-003 -1.500000013E-003 5.114433289E+002
 0.000000000E+000 -8.577981964E-003 -1.500000013E-003 5.036530151E+002
 1.006944454E-003 -8.577981964E-003 -1.500000013E-003 4.950930176E+002
 2.013888909E-003 -8.577981964E-003 -1.500000013E-003 4.854263916E+002
 3.020833246E-003 -8.577981964E-003 -1.500000013E-003 4.749560547E+002
 4.027777817E-003 -8.577981964E-003 -1.500000013E-003 4.729197083E+002
 5.034722388E-003 -8.577981964E-003 -1.500000013E-003 4.614444885E+002
 6.041666493E-003 -8.577981964E-003 -1.500000013E-003 4.587401123E+002
 7.048611064E-003 -8.577981964E-003 -1.500000013E-003 4.476018066E+002
 8.055555634E-003 -8.577981964E-003 -1.500000013E-003 4.467275085E+002
 9.062499739E-003 -8.577981964E-003 -1.500000013E-003 4.335737610E+002
 1.006944478E-002 -8.577981964E-003 -1.500000013E-003 4.326719360E+002
 1.107638888E-002 -8.577981964E-003 -1.500000013E-003 4.289787292E+002
 1.208333299E-002 -8.577981964E-003 -1.500000013E-003 4.173844299E+002
 1.309027802E-002 -8.577981964E-003 -1.500000013E-003 4.170013123E+002
 1.409722213E-002 -8.577981964E-003 -1.500000013E-003 4.153106384E+002
 1.510416623E-002 -8.577981964E-003 -1.500000013E-003 4.032551880E+002
 1.611111127E-002 -8.577981964E-003 -1.500000013E-003 4.008816833E+002
 1.711805537E-002 -8.577981964E-003 -1.500000013E-003 4.008036804E+002
 1.812499948E-002 -8.577981964E-003 -1.500000013E-003 3.982091675E+002
 1.913194358E-002 -8.577981964E-003 -1.500000013E-003 3.873656921E+002
 2.013888955E-002 -8.577981964E-003 -1.500000013E-003 3.847533875E+002
 2.114583366E-002 -8.577981964E-003 -1.500000013E-003 3.847081909E+002
 2.215277776E-002 -8.577981964E-003 -1.500000013E-003 3.842822266E+002
 2.315972187E-002 -8.577981964E-003 -1.500000013E-003 3.793190613E+002
 2.416666597E-002 -8.577981964E-003 -1.500000013E-003 3.707525330E+002
 2.517361194E-002 -8.577981964E-003 -1.500000013E-003 3.690831299E+002
 2.618055604E-002 -8.577981964E-003 -1.500000013E-003 3.690445251E+002
 2.718750015E-002 -8.577981964E-003 -1.500000013E-003 3.689295654E+002
 2.819444425E-002 -8.577981964E-003 -1.500000013E-003 3.674934082E+002
 2.920138836E-002 -8.577981964E-003 -1.500000013E-003 3.611445313E+002
 3.020833246E-002 -8.577981964E-003 -1.500000013E-003 3.555292969E+002
 3.121527843E-002 -8.577981964E-003 -1.500000013E-003 3.544749756E+002
 3.222222254E-002 -8.577981964E-003 -1.500000013E-003 3.544355774E+002
 3.322916850E-002 -8.577981964E-003 -1.500000013E-003 3.543985596E+002
 3.423611075E-002 -8.577981964E-003 -1.500000013E-003 3.540567322E+002
 3.524305671E-002 -8.577981964E-003 -1.500000013E-003 3.519198303E+002
 3.624999896E-002 -8.577981964E-003 -1.500000013E-003 3.464873962E+002
 3.725694492E-002 -8.577981964E-003 -1.500000013E-003 3.425368347E+002
 3.826388717E-002 -8.577981964E-003 -1.500000013E-003 3.415828247E+002
 3.927083313E-002 -8.577981964E-003 -1.500000013E-003 3.414842834E+002
 4.027777910E-002 -8.577981964E-003 -1.500000013E-003 3.414812927E+002
 4.128472134E-002 -8.577981964E-003 -1.500000013E-003 3.414368286E+002
 4.229166731E-002 -8.577981964E-003 -1.500000013E-003 3.410836792E+002
 4.329860955E-002 -8.577981964E-003 -1.500000013E-003 3.395402222E+002
 4.430555552E-002 -8.577981964E-003 -1.500000013E-003 3.359465942E+002
 4.531250149E-002 -8.577981964E-003 -1.500000013E-003 3.325389099E+002
 4.631944373E-002 -8.577981964E-003 -1.500000013E-003 3.311923828E+002
 4.732638970E-002 -8.577981964E-003 -1.500000013E-003 3.309022522E+002
 4.833333194E-002 -8.577981964E-003 -1.500000013E-003 3.308718262E+002
 4.934027791E-002 -8.577981964E-003 -1.500000013E-003 3.308702087E+002
 5.034722388E-002 -8.577981964E-003 -1.500000013E-003 3.308529053E+002
 5.135416612E-002 -8.577981964E-003 -1.500000013E-003 3.307348938E+002
 5.236111209E-002 -8.577981964E-003 -1.500000013E-003 3.302499695E+002
 5.336805433E-002 -8.577981964E-003 -1.500000013E-003 3.288889160E+002
 5.437500030E-002 -8.577981964E-003 -1.500000013E-003 3.266033325E+002
 5.538194627E-002 -8.577981964E-003 -1.500000013E-003 3.246517944E+002
 5.638888851E-002 -8.577981964E-003 -1.500000013E-003 3.237548523E+002
 5.739583448E-002 -8.577981964E-003 -1.500000013E-003 3.234871826E+002
 5.840277672E-002 -8.577981964E-003 -1.500000013E-003 3.234339600E+002
 5.940972269E-002 -8.577981964E-003 -1.500000013E-003 3.234316101E+002
 6.041666493E-002 -8.577981964E-003 -1.500000013E-003 3.234290771E+002
 6.142361090E-002 -8.577981964E-003 -1.500000013E-003 3.234234009E+002
 6.243055686E-002 -8.577981964E-003 -1.500000013E-003 3.233937988E+002
 6.343749911E-002 -8.577981964E-003 -1.500000013E-003 3.232897949E+002
 6.444444507E-002 -8.577981964E-003 -1.500000013E-003 3.230093079E+002
 6.545139104E-002 -8.577981964E-003 -1.500000013E-003 3.224467468E+002
 6.645833701E-002 -8.577981964E-003 -1.500000013E-003 3.217029419E+002
 6.746527553E-002 -8.577981964E-003 -1.500000013E-003 3.211029663E+002
 6.847222149E-002 -8.577981964E-003 -1.500000013E-003 3.207890930E+002
 6.947916746E-002 -8.577981964E-003 -1.500000013E-003 3.206685791E+002
 7.048611343E-002 -8.577981964E-003 -1.500000013E-003 3.206329346E+002
 7.149305195E-002 -8.577981964E-003 -1.500000013E-003 3.206258545E+002
 7.249999791E-002 -8.577981964E-003 -1.500000013E-003 3.206275635E+002
 -7.249999791E-002 -7.568807341E-003 -1.500000013E-003 3.083698730E+002
 -7.149305195E-002 -7.568807341E-003 -1.500000013E-003 3.083681030E+002
 -7.048611343E-002 -7.568807341E-003 -1.500000013E-003 3.084894714E+002
 -6.947916746E-002 -7.568807341E-003 -1.500000013E-003 3.092112732E+002
 -6.847222149E-002 -7.568807341E-003 -1.500000013E-003 3.115372620E+002
 -6.746527553E-002 -7.568807341E-003 -1.500000013E-003 3.147183838E+002
 -6.645833701E-002 -7.568807341E-003 -1.500000013E-003 3.163327637E+002
 -6.545139104E-002 -7.568807341E-003 -1.500000013E-003 3.167256470E+002
 -6.444444507E-002 -7.568807341E-003 -1.500000013E-003 3.167800598E+002
 -6.343749911E-002 -7.568807341E-003 -1.500000013E-003 3.167874451E+002
 -6.243055686E-002 -7.568807341E-003 -1.500000013E-003 3.168962402E+002
 -6.142361090E-002 -7.568807341E-003 -1.500000013E-003 3.181335754E+002
 -6.041666493E-002 -7.568807341E-003 -1.500000013E-003 3.234993896E+002
 -5.940972269E-002 -7.568807341E-003 -1.500000013E-003 3.306436157E+002
 -5.840277672E-002 -7.568807341E-003 -1.500000013E-003 3.331924438E+002
 -5.739583448E-002 -7.568807341E-003 -1.500000013E-003 3.335511780E+002
 -5.638888851E-002 -7.568807341E-003 -1.500000013E-003 3.335956726E+002
 -5.538194627E-002 -7.568807341E-003 -1.500000013E-003 3.337070923E+002
 -5.437500030E-002 -7.568807341E-003 -1.500000013E-003 3.358014832E+002
 -5.336805433E-002 -7.568807341E-003 -1.500000013E-003 3.440006409E+002
 -5.236111209E-002 -7.568807341E-003 -1.500000013E-003 3.495950928E+002
 -5.135416612E-002 -7.568807341E-003 -1.500000013E-003 3.504041748E+002
 -5.034722388E-002 -7.568807341E-003 -1.500000013E-003 3.504808960E+002
 -4.934027791E-002 -7.568807341E-003 -1.500000013E-003 3.507734985E+002
 -4.833333194E-002 -7.568807341E-003 -1.500000013E-003 3.558456421E+002
 -4.732638970E-002 -7.568807341E-003 -1.500000013E-003 3.656069336E+002
 -4.631944373E-002 -7.568807341E-003 -1.500000013E-003 3.675002441E+002
 -4.531250149E-002 -7.568807341E-003 -1.500000013E-003 3.676284485E+002
 -4.430555552E-002 -7.568807341E-003 -1.500000013E-003 3.683945923E+002
 -4.329860955E-002 -7.568807341E-003 -1.500000013E-003 3.782803650E+002
 -4.229166731E-002 -7.568807341E-003 -1.500000013E-003 3.845293274E+002
 -4.128472134E-002 -7.568807341E-003 -1.500000013E-003 3.849468689E+002
 -4.027777910E-002 -7.568807341E-003 -1.500000013E-003 3.858380432E+002
 -3.927083313E-002 -7.568807341E-003 -1.500000013E-003 3.983168640E+002
 -3.826388717E-002 -7.568807341E-003 -1.500000013E-003 4.018442078E+002
 -3.725694492E-002 -7.568807341E-003 -1.500000013E-003 4.020343628E+002
 -3.624999896E-002 -7.568807341E-003 -1.500000013E-003 4.131011658E+002
 -3.524305671E-002 -7.568807341E-003 -1.500000013E-003 4.184108276E+002
 -3.423611075E-002 -7.568807341E-003 -1.500000013E-003 4.192136230E+002
 -3.322916850E-002 -7.568807341E-003 -1.500000013E-003 4.332128601E+002
 -3.222222254E-002 -7.568807341E-003 -1.500000013E-003 4.341741028E+002
 -3.121527843E-002 -7.568807341E-003 -1.500000013E-003 4.469469910E+002
 -3.020833246E-002 -7.568807341E-003 -1.500000013E-003 4.488851318E+002
 -2.920138836E-002 -7.568807341E-003 -1.500000013E-003 4.618215637E+002
 -2.819444425E-002 -7.568807341E-003 -1.500000013E-003 4.666323242E+002
 -2.718750015E-002 -7.568807341E-003 -1.500000013E-003 4.746368103E+002
 -2.618055604E-002 -7.568807341E-003 -1.500000013E-003 4.855013428E+002
 -2.517361194E-002 -7.568807341E-003 -1.500000013E-003 4.950696411E+002
 -2.416666597E-002 -7.568807341E-003 -1.500000013E-003 5.059193420E+002
 -2.315972187E-002 -7.568807341E-003 -1.500000013E-003 5.168964233E+002
 -2.215277776E-002 -7.568807341E-003 -1.500000013E-003 5.292139282E+002
 -2.114583366E-002 -7.568807341E-003 -1.500000013E-003 5.397592163E+002
 -2.013888955E-002 -7.568807341E-003 -1.500000013E-003 5.518658447E+002
 -1.913194358E-002 -7.568807341E-003 -1.500000013E-003 5.635770874E+002
 -1.812499948E-002 -7.568807341E-003 -1.500000013E-003 5.739426880E+002
 -1.711805537E-002 -7.568807341E-003 -1.500000013E-003 5.872177124E+002
 -1.611111127E-002 -7.568807341E-003 -1.500000013E-003 5.947922363E+002
 -1.510416623E-002 -7.568807341E-003 -1.500000013E-003 6.036768188E+002
 -1.409722213E-002 -7.568807341E-003 -1.500000013E-003 6.073842163E+002
 -1.309027802E-002 -7.568807341E-003 -1.500000013E-003 6.125462036E+002
 -1.208333299E-002 -7.568807341E-003 -1.500000013E-003 6.142837524E+002
 -1.107638888E-002 -7.568807341E-003 -1.500000013E-003 6.107541504E+002
 -1.006944478E-002 -7.568807341E-003 -1.500000013E-003 6.063029175E+002
 -9.062499739E-003 -7.568807341E-003 -1.500000013E-003 5.983247070E+002
 -8.055555634E-003 -7.568807341E-003 -1.500000013E-003 5.918822632E+002
 -7.048611064E-003 -7.568807341E-003 -1.500000013E-003 5.801026611E+002
 -6.041666493E-003 -7.568807341E-003 -1.500000013E-003 5.724560547E+002
 -5.034722388E-003 -7.568807341E-003 -1.500000013E-003 5.617186279E+002
 -4.027777817E-003 -7.568807341E-003 -1.500000013E-003 5.507232666E+002
 -3.020833246E-003 -7.568807341E-003 -1.500000013E-003 5.398222656E+002
 -2.013888909E-003 -7.568807341E-003 -1.500000013E-003 5.280309448E+002
 -1.006944454E-003 -7.568807341E-003 -1.500000013E-003 5.187731934E+002
 0.000000000E+000 -7.568807341E-003 -1.500000013E-003 5.100673218E+002
 1.006944454E-003 -7.568807341E-003 -1.500000013E-003 5.007634277E+002
 2.013888909E-003 -7.568807341E-003 -1.500000013E-003 4.904234619E+002
 3.020833246E-003 -7.568807341E-003 -1.500000013E-003 4.788944397E+002
 4.027777817E-003 -7.568807341E-003 -1.500000013E-003 4.767217407E+002
 5.034722388E-003 -7.568807341E-003 -1.500000013E-003 4.648596191E+002
 6.041666493E-003 -7.568807341E-003 -1.500000013E-003 4.617460632E+002
 7.048611064E-003 -7.568807341E-003 -1.500000013E-003 4.502998657E+002
 8.055555634E-003 -7.568807341E-003 -1.500000013E-003 4.492271118E+002
 9.062499739E-003 -7.568807341E-003 -1.500000013E-003 4.355967407E+002
 1.006944478E-002 -7.568807341E-003 -1.500000013E-003 4.348086243E+002
 1.107638888E-002 -7.568807341E-003 -1.500000013E-003 4.308138123E+002
 1.208333299E-002 -7.568807341E-003 -1.500000013E-003 4.189051208E+002
 1.309027802E-002 -7.568807341E-003 -1.500000013E-003 4.186178589E+002
 1.409722213E-002 -7.568807341E-003 -1.500000013E-003 4.167454224E+002
 1.510416623E-002 -7.568807341E-003 -1.500000013E-003 4.044089966E+002
 1.611111127E-002 -7.568807341E-003 -1.500000013E-003 4.020356750E+002
 1.711805537E-002 -7.568807341E-003 -1.500000013E-003 4.019114990E+002
 1.812499948E-002 -7.568807341E-003 -1.500000013E-003 3.992337036E+002
 1.913194358E-002 -7.568807341E-003 -1.500000013E-003 3.881892395E+002
 2.013888955E-002 -7.568807341E-003 -1.500000013E-003 3.855373230E+002
 2.114583366E-002 -7.568807341E-003 -1.500000013E-003 3.855229187E+002
 2.215277776E-002 -7.568807341E-003 -1.500000013E-003 3.850394287E+002
 2.315972187E-002 -7.568807341E-003 -1.500000013E-003 3.799933472E+002
 2.416666597E-002 -7.568807341E-003 -1.500000013E-003 3.712996521E+002
 2.517361194E-002 -7.568807341E-003 -1.500000013E-003 3.696076965E+002
 2.618055604E-002 -7.568807341E-003 -1.500000013E-003 3.696177368E+002
 2.718750015E-002 -7.568807341E-003 -1.500000013E-003 3.694458313E+002
 2.819444425E-002 -7.568807341E-003 -1.500000013E-003 3.679855957E+002
